YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,CC8,1936,1574
2021-03,WEEKDAY,8,TRAIN,CC8,11990,7750
2021-03,WEEKDAY,17,TRAIN,NE7/DT12,33896,22647
2021-03,WEEKENDS/HOLIDAY,17,TRAIN,NE7/DT12,12375,11210
2021-03,WEEKDAY,17,TRAIN,EW33,9438,1427
2021-03,WEEKENDS/HOLIDAY,17,TRAIN,EW33,865,428
2021-03,WEEKDAY,0,TRAIN,NE17/PTC,236,2683
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,112,1108
2021-03,WEEKDAY,13,TRAIN,BP12,3880,1480
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,BP12,830,512
2021-03,WEEKDAY,14,TRAIN,NS17/CC15,17812,8678
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,5660,3509
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,CC10/DT26,4823,4371
2021-03,WEEKDAY,16,TRAIN,CC10/DT26,13151,11466
2021-03,WEEKENDS/HOLIDAY,6,TRAIN,DT28,1111,463
2021-03,WEEKDAY,6,TRAIN,DT28,9473,6138
2021-03,WEEKDAY,5,TRAIN,DT7,162,71
2021-03,WEEKENDS/HOLIDAY,5,TRAIN,DT7,23,3
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,PW5,959,505
2021-03,WEEKDAY,11,TRAIN,PW5,1798,1467
2021-03,WEEKDAY,18,TRAIN,BP3,4386,11051
2021-03,WEEKENDS/HOLIDAY,18,TRAIN,BP3,1377,1670
2021-03,WEEKDAY,22,TRAIN,CC28,867,3255
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,CC28,392,1183
2021-03,WEEKDAY,13,TRAIN,SW6,3731,4177
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1252,1085
2021-03,WEEKDAY,22,TRAIN,NS28,767,169
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,NS28,355,86
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,DT10,6,25
2021-03,WEEKDAY,0,TRAIN,DT10,11,46
2021-03,WEEKENDS/HOLIDAY,10,TRAIN,EW16/NE3,4392,5452
2021-03,WEEKDAY,10,TRAIN,EW16/NE3,18427,28648
2021-03,WEEKDAY,9,TRAIN,CC14,8320,5368
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,CC14,2569,970
2021-03,WEEKDAY,14,TRAIN,EW27,30521,37063
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,EW27,17675,17414
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,NS27/CE2,0,22
2021-03,WEEKDAY,0,TRAIN,NS27/CE2,14,78
2021-03,WEEKDAY,18,TRAIN,DT27,26870,10093
2021-03,WEEKENDS/HOLIDAY,18,TRAIN,DT27,2244,1848
2021-03,WEEKDAY,17,TRAIN,DT21,10436,4089
2021-03,WEEKENDS/HOLIDAY,17,TRAIN,DT21,2067,1403
2021-03,WEEKENDS/HOLIDAY,19,TRAIN,NE12/CC13,9190,10442
2021-03,WEEKDAY,19,TRAIN,NE12/CC13,28073,46519
2021-03,WEEKENDS/HOLIDAY,6,TRAIN,EW31,194,1216
2021-03,WEEKDAY,6,TRAIN,EW31,819,9649
2021-03,WEEKDAY,15,TRAIN,EW7,9313,12851
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,EW7,4287,4690
2021-03,WEEKDAY,17,TRAIN,NE12/CC13,29890,39740
2021-03,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,10954,12464
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,11438,13116
2021-03,WEEKDAY,8,TRAIN,NS21/DT11,68189,88828
2021-03,WEEKDAY,0,TRAIN,NE16/STC,374,2852
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,159,1092
2021-03,WEEKDAY,23,TRAIN,CC23,1457,239
2021-03,WEEKENDS/HOLIDAY,23,TRAIN,CC23,232,74
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,DT13,1889,1033
2021-03,WEEKDAY,22,TRAIN,DT13,7348,2784
2021-03,WEEKENDS/HOLIDAY,23,TRAIN,NE14,722,6241
2021-03,WEEKDAY,23,TRAIN,NE14,1897,16360
2021-03,WEEKDAY,22,TRAIN,NS9/TE2,19306,36022
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,7212,12799
2021-03,WEEKDAY,12,TRAIN,DT22,3791,4781
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,DT22,1841,2719
2021-03,WEEKDAY,18,TRAIN,DT28,27502,15356
2021-03,WEEKENDS/HOLIDAY,18,TRAIN,DT28,2680,2475
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,DT34,1753,1059
2021-03,WEEKDAY,12,TRAIN,DT34,4035,2754
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1316,460
2021-03,WEEKDAY,9,TRAIN,SW7,3839,1192
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,16747,13812
2021-03,WEEKDAY,12,TRAIN,NE17/PTC,33277,29708
2021-03,WEEKDAY,19,TRAIN,NE8,25220,36198
2021-03,WEEKENDS/HOLIDAY,19,TRAIN,NE8,12259,12620
2021-03,WEEKDAY,21,TRAIN,CC24,15557,2040
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,CC24,2196,975
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,20880,23403
2021-03,WEEKDAY,12,TRAIN,EW8/CC9,30673,42198
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,BP5,481,514
2021-03,WEEKDAY,20,TRAIN,BP5,1659,1893
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,EW15,5536,8612
2021-03,WEEKDAY,12,TRAIN,EW15,21919,26076
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,SW4,324,137
2021-03,WEEKDAY,7,TRAIN,SW4,4272,1093
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1074,6235
2021-03,WEEKDAY,22,TRAIN,DT33,2797,19212
2021-03,WEEKDAY,11,TRAIN,EW24/NS1,31759,61438
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,14896,31706
2021-03,WEEKDAY,21,TRAIN,EW25,2956,9832
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,EW25,1422,2769
2021-03,WEEKDAY,16,TRAIN,CC2,5392,2502
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,CC2,1447,1053
2021-03,WEEKDAY,14,TRAIN,CC12,12344,4293
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,CC12,1422,1418
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,NS20,10748,7680
2021-03,WEEKDAY,16,TRAIN,NS20,53845,22761
2021-03,WEEKDAY,21,TRAIN,NS13,34584,55511
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,NS13,12746,17462
2021-03,WEEKENDS/HOLIDAY,5,TRAIN,NS13,4323,579
2021-03,WEEKDAY,5,TRAIN,NS13,25616,3757
2021-03,WEEKDAY,5,TRAIN,PW6,626,5
2021-03,WEEKENDS/HOLIDAY,5,TRAIN,PW6,115,2
2021-03,WEEKDAY,13,TRAIN,CC21,8002,7315
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,CC21,3324,3446
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,PE7,1275,1408
2021-03,WEEKDAY,14,TRAIN,PE7,3062,4272
2021-03,WEEKDAY,10,TRAIN,CC20,3882,2956
2021-03,WEEKENDS/HOLIDAY,10,TRAIN,CC20,2136,1487
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,CG2,13,6
2021-03,WEEKDAY,0,TRAIN,CG2,20,16
2021-03,WEEKDAY,16,TRAIN,NE5,10159,8483
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,NE5,3387,3492
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,16869,12841
2021-03,WEEKDAY,11,TRAIN,NE16/STC,37046,27448
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,EW9,7811,7101
2021-03,WEEKDAY,13,TRAIN,EW9,18243,12623
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,NS14,9170,9772
2021-03,WEEKDAY,16,TRAIN,NS14,22083,30470
2021-03,WEEKDAY,11,TRAIN,NS15,16253,10210
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,NS15,5962,3055
2021-03,WEEKDAY,5,TRAIN,CC22/EW21,2078,1173
2021-03,WEEKENDS/HOLIDAY,5,TRAIN,CC22/EW21,298,92
2021-03,WEEKDAY,11,TRAIN,BP4,4652,2151
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,BP4,836,357
2021-03,WEEKDAY,11,TRAIN,NS27/CE2,1703,1660
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2,515,695
2021-03,WEEKDAY,9,TRAIN,NS17/CC15,26414,7613
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,7217,2402
2021-03,WEEKENDS/HOLIDAY,6,TRAIN,EW10,2305,737
2021-03,WEEKDAY,6,TRAIN,EW10,15303,3412
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,NS28,297,2381
2021-03,WEEKDAY,8,TRAIN,NS28,1212,3603
2021-03,WEEKDAY,7,TRAIN,EW33,2839,13206
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,EW33,568,1522
2021-03,WEEKDAY,18,TRAIN,BP12,3733,6122
2021-03,WEEKENDS/HOLIDAY,18,TRAIN,BP12,626,656
2021-03,WEEKDAY,0,TRAIN,EW14/NS26,271,44
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,93,27
2021-03,WEEKDAY,17,TRAIN,CC6,9003,8592
2021-03,WEEKENDS/HOLIDAY,17,TRAIN,CC6,3962,3796
2021-03,WEEKDAY,8,TRAIN,NE8,19843,27678
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,NE8,4250,6266
2021-03,WEEKDAY,20,TRAIN,CC7,3539,6387
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,CC7,1166,2141
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,NS3,3021,7121
2021-03,WEEKDAY,20,TRAIN,NS3,8235,26217
2021-03,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1316,441
2021-03,WEEKDAY,10,TRAIN,SE3,3029,1039
2021-03,WEEKDAY,9,TRAIN,EW16/NE3,15793,49700
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3,3788,5221
2021-03,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,14729,19999
2021-03,WEEKDAY,18,TRAIN,NE16/STC,52915,104475
2021-03,WEEKDAY,12,TRAIN,TE3,3958,1349
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,TE3,1407,603
2021-03,WEEKDAY,5,TRAIN,EW15,711,946
2021-03,WEEKENDS/HOLIDAY,5,TRAIN,EW15,97,58
2021-03,WEEKENDS/HOLIDAY,18,TRAIN,NS7,2146,2360
2021-03,WEEKDAY,18,TRAIN,NS7,16850,6402
2021-03,WEEKDAY,0,TRAIN,NS15,463,1187
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,NS15,173,390
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,NS15,4377,4223
2021-03,WEEKDAY,15,TRAIN,NS15,21161,14531
2021-03,WEEKDAY,22,TRAIN,DT7,2186,1633
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,DT7,799,552
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,PW4,490,509
2021-03,WEEKDAY,15,TRAIN,PW4,793,1381
2021-03,WEEKDAY,15,TRAIN,EW23,39201,34494
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,EW23,14183,14493
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,NE8,12365,8569
2021-03,WEEKDAY,20,TRAIN,NE8,22368,22897
2021-03,WEEKENDS/HOLIDAY,19,TRAIN,EW33,743,817
2021-03,WEEKDAY,19,TRAIN,EW33,5259,3063
2021-03,WEEKDAY,6,TRAIN,CC16,8844,4137
2021-03,WEEKENDS/HOLIDAY,6,TRAIN,CC16,982,674
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,BP12,847,606
2021-03,WEEKDAY,11,TRAIN,BP12,2174,1147
2021-03,WEEKDAY,13,TRAIN,NE17/PTC,35221,34703
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,16162,15338
2021-03,WEEKDAY,23,TRAIN,EW6,1061,5166
2021-03,WEEKENDS/HOLIDAY,23,TRAIN,EW6,421,1793
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,2624,7269
2021-03,WEEKDAY,12,TRAIN,CC4/DT15,9014,17921
2021-03,WEEKDAY,15,TRAIN,NE4/DT19,48302,39136
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,22122,19161
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,SW1,503,459
2021-03,WEEKDAY,8,TRAIN,SW1,2379,5594
2021-03,WEEKDAY,9,TRAIN,NS10,61077,23984
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,NS10,20128,7447
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,BP5,522,308
2021-03,WEEKDAY,7,TRAIN,BP5,5523,3812
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1483,444
2021-03,WEEKDAY,8,TRAIN,SW6,7297,2325
2021-03,WEEKDAY,16,TRAIN,EW4,15174,11902
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,EW4,4351,4138
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,CC2,1188,1625
2021-03,WEEKDAY,14,TRAIN,CC2,3097,4567
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,NE14,12508,8149
2021-03,WEEKDAY,12,TRAIN,NE14,26774,17622
2021-03,WEEKDAY,20,TRAIN,NE4/DT19,57691,21561
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,21644,8363
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,SE5,15,114
2021-03,WEEKDAY,0,TRAIN,SE5,17,185
2021-03,WEEKDAY,7,TRAIN,DT33,52449,17338
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,DT33,5005,1503
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,DT24,20,116
2021-03,WEEKDAY,0,TRAIN,DT24,58,281
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,NS18,94,403
2021-03,WEEKDAY,0,TRAIN,NS18,185,1046
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,10694,2098
2021-03,WEEKDAY,22,TRAIN,NS24/NE6/CC1,30692,5621
2021-03,WEEKDAY,21,TRAIN,EW3,9005,17349
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,EW3,2868,5621
2021-03,WEEKDAY,21,TRAIN,CG1/DT35,10877,1521
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,3688,594
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,21606,21894
2021-03,WEEKDAY,13,TRAIN,NS21/DT11,43067,51020
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,CC23,715,2395
2021-03,WEEKDAY,7,TRAIN,CC23,3134,26237
2021-03,WEEKDAY,16,TRAIN,SW1,3526,1823
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,SW1,870,540
2021-03,WEEKDAY,20,TRAIN,NE15,5425,26035
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,NE15,1869,7335
2021-03,WEEKDAY,13,TRAIN,EW29,7017,6558
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,EW29,2911,1653
2021-03,WEEKDAY,13,TRAIN,EW30,1134,591
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,EW30,530,76
2021-03,WEEKDAY,7,TRAIN,EW32,2306,26662
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,EW32,533,2645
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,NE14,7208,3493
2021-03,WEEKDAY,7,TRAIN,NE14,71112,32458
2021-03,WEEKDAY,13,TRAIN,SE3,3982,2854
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1131,982
2021-03,WEEKDAY,20,TRAIN,EW30,6508,728
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,EW30,643,219
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,7787,3113
2021-03,WEEKDAY,12,TRAIN,NS17/CC15,15465,7198
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,EW26,8608,8797
2021-03,WEEKDAY,15,TRAIN,EW26,20368,21556
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,EW23,12705,11284
2021-03,WEEKDAY,9,TRAIN,EW23,35767,40412
2021-03,WEEKDAY,21,TRAIN,DT34,1752,3274
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,DT34,409,1206
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,NS5,8055,9441
2021-03,WEEKDAY,15,TRAIN,NS5,19718,24538
2021-03,WEEKDAY,11,TRAIN,DT13,4543,10331
2021-03,WEEKENDS/HOLIDAY,11,TRAIN,DT13,1817,3903
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,DT27,1012,1766
2021-03,WEEKDAY,20,TRAIN,DT27,5949,5337
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,SW3,282,908
2021-03,WEEKDAY,20,TRAIN,SW3,901,2979
2021-03,WEEKDAY,14,TRAIN,EW16/NE3,21558,25062
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3,5848,4260
2021-03,WEEKDAY,20,TRAIN,DT5,8756,11606
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,DT5,3051,3652
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,DT22,1878,2249
2021-03,WEEKDAY,15,TRAIN,DT22,4081,4296
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,CC27,685,167
2021-03,WEEKDAY,21,TRAIN,CC27,3037,397
2021-03,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1128,1170
2021-03,WEEKDAY,15,TRAIN,SE4,2504,3576
2021-03,WEEKDAY,19,TRAIN,PW6,685,2138
2021-03,WEEKENDS/HOLIDAY,19,TRAIN,PW6,209,458
2021-03,WEEKDAY,8,TRAIN,NE10,21720,25406
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,NE10,3531,3408
2021-03,WEEKDAY,20,TRAIN,NE13,13796,21746
2021-03,WEEKENDS/HOLIDAY,20,TRAIN,NE13,4833,6428
2021-03,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,3830,3740
2021-03,WEEKDAY,19,TRAIN,NS17/CC15,17630,20033
2021-03,WEEKDAY,23,TRAIN,CC17,307,1171
2021-03,WEEKENDS/HOLIDAY,23,TRAIN,CC17,115,380
2021-03,WEEKDAY,10,TRAIN,DT18,3242,16361
2021-03,WEEKENDS/HOLIDAY,10,TRAIN,DT18,654,2132
2021-03,WEEKDAY,19,TRAIN,EW23,50924,61615
2021-03,WEEKENDS/HOLIDAY,19,TRAIN,EW23,12967,14455
2021-03,WEEKDAY,14,TRAIN,EW15,22686,21212
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,EW15,7013,6768
2021-03,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,6137,1386
2021-03,WEEKDAY,23,TRAIN,EW12/DT14,15164,3605
2021-03,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,11980,8892
2021-03,WEEKDAY,10,TRAIN,NS4/BP1,27462,20272
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,NS5,3136,8527
2021-03,WEEKDAY,22,TRAIN,NS5,7432,25041
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,SE3,135,1155
2021-03,WEEKDAY,22,TRAIN,SE3,321,3157
2021-03,WEEKDAY,7,TRAIN,NS15,39117,61494
2021-03,WEEKENDS/HOLIDAY,7,TRAIN,NS15,4284,3867
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,EW30,788,104
2021-03,WEEKDAY,12,TRAIN,EW30,1269,797
2021-03,WEEKDAY,12,TRAIN,NE11,3992,3199
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,NE11,2116,1335
2021-03,WEEKDAY,8,TRAIN,PE5,10312,3016
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,PE5,2073,576
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,CC11,1171,4012
2021-03,WEEKDAY,9,TRAIN,CC11,4380,40579
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,SE1,22,188
2021-03,WEEKDAY,0,TRAIN,SE1,49,487
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,NS14,11815,7203
2021-03,WEEKDAY,12,TRAIN,NS14,25944,15320
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1308,1213
2021-03,WEEKDAY,14,TRAIN,SE4,3027,3320
2021-03,WEEKENDS/HOLIDAY,23,TRAIN,EW11,1282,1507
2021-03,WEEKDAY,23,TRAIN,EW11,3646,4250
2021-03,WEEKDAY,13,TRAIN,CC19/DT9,5291,5831
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,3563,3470
2021-03,WEEKDAY,8,TRAIN,DT23,3223,13369
2021-03,WEEKENDS/HOLIDAY,8,TRAIN,DT23,405,905
2021-03,WEEKDAY,14,TRAIN,NS15,21804,14241
2021-03,WEEKENDS/HOLIDAY,14,TRAIN,NS15,5184,4187
2021-03,WEEKDAY,22,TRAIN,NS14,11035,34677
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,NS14,4626,11613
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,NS10,4752,16744
2021-03,WEEKDAY,21,TRAIN,NS10,14600,53059
2021-03,WEEKDAY,12,TRAIN,DT3,6607,3374
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,DT3,4062,1925
2021-03,WEEKENDS/HOLIDAY,13,TRAIN,DT27,2317,1378
2021-03,WEEKDAY,13,TRAIN,DT27,8214,4520
2021-03,WEEKENDS/HOLIDAY,6,TRAIN,BP13,475,99
2021-03,WEEKDAY,6,TRAIN,BP13,5605,642
2021-03,WEEKDAY,23,TRAIN,EW8/CC9,11148,8501
2021-03,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,3790,3050
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,SW2,1615,880
2021-03,WEEKDAY,9,TRAIN,SW2,4499,2182
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,CC4/DT15,9092,727
2021-03,WEEKDAY,21,TRAIN,CC4/DT15,23451,1767
2021-03,WEEKENDS/HOLIDAY,0,TRAIN,NE15,8,450
2021-03,WEEKDAY,0,TRAIN,NE15,41,1160
2021-03,WEEKENDS/HOLIDAY,6,TRAIN,EW5,5637,2175
2021-03,WEEKDAY,6,TRAIN,EW5,38523,14856
2021-03,WEEKDAY,16,TRAIN,EW30,6178,299
2021-03,WEEKENDS/HOLIDAY,16,TRAIN,EW30,1117,87
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,BP8,526,725
2021-03,WEEKDAY,9,TRAIN,BP8,1570,2139
2021-03,WEEKDAY,22,TRAIN,NS17/CC15,5796,10670
2021-03,WEEKENDS/HOLIDAY,22,TRAIN,NS17/CC15,2023,3526
2021-03,WEEKENDS/HOLIDAY,9,TRAIN,EW6,4788,2661
2021-03,WEEKDAY,9,TRAIN,EW6,13052,8135
2021-03,WEEKDAY,21,TRAIN,NS15,11693,16404
2021-03,WEEKENDS/HOLIDAY,21,TRAIN,NS15,2349,4818
2021-03,WEEKENDS/HOLIDAY,12,TRAIN,NE16/STC,17968,14772
2021-03,WEEKDAY,12,TRAIN,NE16/STC,38648,34573
