REGION_N,REGION_C,PLN_AREA_N,PLN_AREA_C,SUBZONE_N,2020,2020,2020,2020,2020,2020,2019,2019,2019,2019,2019,2019,2018,2018,2018,2018,2018,2018,2017,2017,2017,2017,2017,2017,2016,2016,2016,2016,2016,2016,2015,2015,2015,2015,2015,2015,2014,2014,2014,2014,2014,2014,2013,2013,2013,2013,2013,2013,2012,2012,2012,2012,2012,2012,2011,2011,2011,2011,2011,2011
,,,,,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income
NORTH REGION,NR,MANDAI,MD,MANDAI EAST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH REGION,NR,MANDAI,MD,MANDAI ESTATE,0.47368421052631576,400,590,670,420,22521.743842364533,0.47115384615384615,430,590,680,410,22548.94581280788,0.4784688995215311,450,590,690,370,22558.91089108911,0.4719626168224299,510,590,680,340,22556.243902439026,0.4697674418604651,530,600,690,330,22600.04854368932,0.4716981132075472,530,610,680,290,22668.257425742573,0.4714285714285714,530,610,690,300,22695.59405940594,0.4716981132075472,580,600,700,280,22620.28431372549,0.47342995169082125,590,570,670,250,22523.92,0.47783251231527096,580,570,640,240,22564.48979591837
NORTH REGION,NR,MANDAI,MD,MANDAI WEST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINA EAST,ME,MARINA EAST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINA SOUTH,MS,MARINA SOUTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINE PARADE,MP,EAST COAST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINE PARADE,MP,KATONG,0.4748663101604278,1880,2220,3090,2190,23060.861842105263,0.4742489270386266,1880,2250,3110,2100,23081.344334433445,0.47654584221748403,1890,2350,3090,2060,23082.758469945355,0.47876857749469215,1920,2420,3110,1990,23053.116684841876,0.4794952681388013,1960,2500,3080,1970,23084.615384615383,0.4812889812889813,2020,2560,3110,1950,23112.933333333334,0.48205128205128206,2100,2620,3140,1930,23153.53340402969,0.47835051546391755,2130,2620,3120,1820,23193.647058823528,0.47789473684210526,2190,2560,3010,1740,23212.417943107223,0.47547974413646055,2230,2540,2950,1670,23190.220994475138
CENTRAL REGION,CR,MARINE PARADE,MP,MARINA EAST (MP),,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINE PARADE,MP,MARINE PARADE,0.4661458333333333,5170,5700,8340,7670,10669.568495707354,0.4666666666666667,5150,5760,8330,7640,10517.116261682242,0.4671506352087114,5370,6100,8550,7540,10576.543335761107,0.46564613741545036,5560,6330,8770,7440,10425.219878441187,0.4664323374340949,5730,6560,8830,7340,10325.189551711966,0.46731234866828086,5930,6810,9070,7120,10251.285416666668,0.4678141135972461,5970,7000,9050,7050,9980.830971310059,0.46774193548387094,6110,7160,9000,6890,9865.435667471542,0.4675638371290545,6040,7380,8830,6730,9770.228313671061,0.4665523156089194,6080,7680,8830,6610,9782.496894409938
CENTRAL REGION,CR,MARINE PARADE,MP,MOUNTBATTEN,0.4729458917835671,2040,2440,3170,2340,23308.178137651823,0.4735812133072407,2100,2500,3320,2300,23247.988165680472,0.47093023255813954,2160,2610,3320,2250,23226.896484375,0.4730250481695568,2250,2660,3320,2160,23272.851311953353,0.47246376811594204,2290,2660,3320,2100,23280.85380116959,0.4730656219392752,2240,2690,3290,1990,23291.532673267327,0.4725490196078431,2250,2720,3290,1920,23346.20594059406,0.4715852442671984,2220,2720,3260,1840,23377.633434038267,0.4695912263210369,2250,2750,3260,1780,23413.897177419356,0.4694501018329939,2220,2750,3160,1680,23439.319587628866
CENTRAL REGION,CR,MUSEUM,MU,BRAS BASAH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MUSEUM,MU,DHOBY GHAUT,0.5,40,140,120,30,20536.0,0.48148148148148145,40,110,100,30,20536.0,0.4583333333333333,30,90,90,30,20536.0,0.45454545454545453,20,70,80,20,20536.0,0.4782608695652174,20,100,70,20,20536.0,0.47619047619047616,20,90,90,20,20536.0,0.47368421052631576,30,70,80,20,20536.0,0.5263157894736842,40,80,60,20,20536.0,0.5,40,80,60,10,20536.0,0.5,30,80,60,10,20536.0
CENTRAL REGION,CR,MUSEUM,MU,FORT CANNING,0.5,40,40,90,30,20536.0,0.5,30,30,90,30,20536.0,0.5294117647058824,30,40,90,30,20536.0,0.5,40,40,80,20,20536.0,0.47058823529411764,40,20,70,30,20536.0,0.5,40,30,70,20,20536.0,0.5,40,30,70,20,20536.0,0.5,40,40,60,10,20536.0,0.4666666666666667,40,30,50,10,20536.0,0.4666666666666667,30,40,60,20,20536.0
CENTRAL REGION,CR,NEWTON,NT,CAIRNHILL,0.4704370179948586,850,920,1340,790,21162.82162162162,0.4725848563968668,820,920,1340,800,21154.584699453553,0.46883468834688347,790,900,1290,720,21212.48433048433,0.4630681818181818,760,860,1240,680,21244.794029850746,0.4577259475218659,750,820,1220,660,21257.720364741643,0.46846846846846846,680,840,1160,650,21280.344827586207,0.4620253164556962,660,800,1090,640,21343.20265780731,0.45098039215686275,650,790,1030,610,21376.719723183392,0.4503311258278146,630,790,1020,590,21421.059233449476,0.44594594594594594,640,810,990,560,21394.54416961131
CENTRAL REGION,CR,NEWTON,NT,GOODWOOD PARK,0.47619047619047616,360,280,430,210,21079.147540983606,0.4715447154471545,340,280,410,190,21092.840336134454,0.46956521739130436,310,260,400,170,21038.0,0.46226415094339623,290,240,370,170,21023.235294117647,0.46464646464646464,260,250,340,160,21011.010752688173,0.46153846153846156,240,220,320,130,21120.682352941178,0.4625,200,190,290,130,21324.85714285714,0.4625,200,200,280,120,21262.57894736842,0.47435897435897434,210,190,280,110,21282.216216216217,0.4625,210,230,280,90,21253.14285714286
CENTRAL REGION,CR,NEWTON,NT,ISTANA NEGARA,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,NEWTON,NT,MONK'S HILL,0.5048543689320388,250,230,370,200,20589.096153846152,0.49504950495049505,240,240,350,200,20590.673267326732,0.4845360824742268,210,220,350,190,20592.927835051545,0.4946236559139785,190,210,340,190,20536.0,0.494949494949495,220,220,360,190,20536.0,0.48484848484848486,230,230,350,200,20536.0,0.47058823529411764,250,230,360,180,20590.673267326732,0.4716981132075472,250,250,380,200,20588.590476190475,0.47619047619047616,250,240,370,200,20589.096153846152,0.4766355140186916,270,260,370,190,20588.590476190475
CENTRAL REGION,CR,NEWTON,NT,NEWTON CIRCUS,0.56,60,50,110,30,21226.25,0.5833333333333334,50,60,110,30,21016.17391304348,0.5454545454545454,50,50,80,30,21061.904761904763,0.5217391304347826,60,60,90,30,21016.17391304348,0.5217391304347826,60,60,80,30,20787.0,0.5,60,70,80,20,21038.0,0.5,50,60,90,20,21038.0,0.47368421052631576,50,50,80,20,21117.263157894737,0.5,40,40,60,20,20904.133333333335,0.5,40,50,70,10,20930.428571428572
CENTRAL REGION,CR,NEWTON,NT,ORANGE GROVE,0.4692737430167598,350,340,650,450,20567.022471910113,0.4642857142857143,320,340,600,430,20569.065868263475,0.4620253164556962,300,310,590,390,20570.949367088608,0.4594594594594595,270,320,550,370,20536.0,0.45517241379310347,270,300,530,370,20536.0,0.45454545454545453,250,320,540,350,20536.0,0.46099290780141844,240,330,550,300,20575.163120567377,0.4507042253521127,250,330,540,300,20575.163120567377,0.4444444444444444,290,320,560,260,20574.88732394366,0.44776119402985076,260,310,540,250,20577.20895522388
NORTH-EAST REGION,NER,NORTH-EASTERN ISLANDS,NE,NORTH-EASTERN ISLANDS,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,NOVENA,NV,BALESTIER,0.4831945729263028,5600,8450,9950,8440,11573.435397673687,0.48300153139356816,5700,8530,10170,8260,11509.399125546533,0.48316342292245906,5720,8570,10160,7940,11387.91816178785,0.4844471820141669,5860,8420,10390,7800,11427.670246367656,0.4858757062146893,5910,8240,10200,7510,11449.28,0.48546691403834263,6150,8470,10350,7350,11341.118320610687,0.48706099815157117,6230,8760,10330,7150,11172.39505389981,0.4857142857142857,6300,8950,10240,7080,11005.989838043823,0.4863203197048878,6430,9150,10120,6820,10920.854689984102,0.48666053357865685,6490,9410,10100,6630,10914.484137055837
CENTRAL REGION,CR,NOVENA,NV,DUNEARN,0.45569620253164556,890,840,1230,1010,24799.822784810127,0.4564102564102564,850,840,1220,1010,24819.819587628866,0.4601542416452442,850,840,1210,990,24870.62694300518,0.4601542416452442,860,860,1230,970,24870.62694300518,0.45918367346938777,920,830,1260,930,24882.805128205127,0.45897435897435895,920,830,1260,890,24862.515463917527,0.455026455026455,890,800,1250,860,24985.909574468085,0.4576719576719577,930,800,1260,800,25015.281914893618,0.4588859416445623,940,780,1290,790,25054.0,0.4572192513368984,930,780,1280,760,25060.76549865229
CENTRAL REGION,CR,NOVENA,NV,MALCOLM,0.46779661016949153,760,580,940,710,24648.93793103448,0.4691780821917808,750,580,920,690,24639.152777777777,0.46619217081850534,710,580,890,640,24562.873646209388,0.46096654275092935,660,540,900,610,24593.833333333332,0.45977011494252873,630,540,860,600,24548.078125,0.4524714828897338,630,580,860,570,24498.84705882353,0.45149253731343286,640,600,890,580,24486.353846153845,0.44609665427509293,670,630,880,540,24501.606177606176,0.44814814814814813,660,650,880,530,24309.722007722008,0.44981412639405205,660,640,910,480,24231.492307692308
CENTRAL REGION,CR,NOVENA,NV,MOULMEIN,0.5075268817204301,2560,2100,3220,1410,21092.267391304347,0.5066371681415929,2460,2100,3120,1350,21109.086226203806,0.5010869565217392,2450,2230,3120,1400,21080.774477447743,0.49774774774774777,2360,2180,3000,1330,21092.754846066135,0.49184149184149184,2260,2150,2870,1300,21079.877213695396,0.4911452184179457,2260,2160,2820,1250,21084.330538922157,0.49146341463414633,2160,2120,2730,1170,21095.127317676142,0.48819875776397514,2130,2170,2670,1110,21106.408575031524,0.4818791946308725,1960,2070,2430,1010,21164.923076923078,0.4782608695652174,1820,2020,2320,970,21132.553008595987
CENTRAL REGION,CR,NOVENA,NV,MOUNT PLEASANT,0.5072463768115942,140,180,180,190,26058.0,0.5072463768115942,140,190,180,180,26058.0,0.5072463768115942,140,190,190,190,26058.0,0.5,130,180,190,170,26058.0,0.4925373134328358,130,190,200,170,26058.0,0.49230769230769234,140,170,190,150,26058.0,0.48484848484848486,140,170,210,150,26058.0,0.49230769230769234,140,170,210,130,26058.0,0.49230769230769234,140,160,230,130,26058.0,0.49230769230769234,140,160,240,140,26058.0
CENTRAL REGION,CR,ORCHARD,OR,BOULEVARD,0.5121951219512195,70,90,110,120,20536.0,0.5227272727272727,80,100,140,140,20536.0,0.5116279069767442,60,100,140,130,20536.0,0.5227272727272727,80,100,150,120,20536.0,0.5121951219512195,60,100,150,110,20536.0,0.4878048780487805,60,100,150,110,20536.0,0.5,60,100,140,100,20536.0,0.5,70,110,150,90,20536.0,0.48717948717948717,60,110,130,90,20536.0,0.48484848484848486,50,90,110,80,20536.0
CENTRAL REGION,CR,ORCHARD,OR,SOMERSET,0.42857142857142855,20,40,40,20,20536.0,0.42857142857142855,30,40,50,30,20536.0,0.4666666666666667,30,40,70,30,20536.0,0.4,30,20,40,20,20536.0,,0,0,0,0,,0.46153846153846156,30,30,40,30,20536.0,0.46153846153846156,10,40,40,20,20536.0,0.46153846153846156,30,40,40,20,20536.0,0.46153846153846156,20,40,50,20,20536.0,0.5,30,30,40,20,20536.0
CENTRAL REGION,CR,ORCHARD,OR,TANGLIN,0.4473684210526316,90,70,140,80,20536.0,0.4444444444444444,90,80,130,50,20536.0,0.4186046511627907,90,90,160,80,20536.0,0.4146341463414634,90,90,150,80,20536.0,0.43902439024390244,90,100,150,100,20536.0,0.4358974358974359,90,100,160,70,20536.0,0.43243243243243246,70,100,150,70,20536.0,0.4444444444444444,80,100,140,50,20536.0,0.4594594594594595,80,100,140,40,20536.0,0.4594594594594595,70,100,150,50,20536.0
CENTRAL REGION,CR,OUTRAM,OT,CHINA SQUARE,0.46853146853146854,120,310,430,590,5964.0,0.4647887323943662,120,300,430,580,5969.914893617021,0.4657534246575342,140,320,440,580,5952.416666666667,0.4666666666666667,140,340,450,580,5924.818791946309,0.474025974025974,140,360,470,560,5909.131578947368,0.4779874213836478,160,370,510,560,5879.544303797468,0.48484848484848486,180,400,540,550,5897.543209876543,0.48214285714285715,170,430,550,530,5976.957575757576,0.48520710059171596,190,430,560,520,5966.814371257485,0.48554913294797686,200,430,610,500,5947.2397660818715
CENTRAL REGION,CR,OUTRAM,OT,CHINATOWN,0.4804575786463298,1860,2470,3400,2750,7725.56741028128,0.48120300751879697,1950,2570,3410,2720,7675.873320537428,0.48171846435100546,2060,2770,3400,2720,7714.071028037383,0.48144876325088337,2210,3020,3420,2680,7679.450767841012,0.47965367965367967,2340,3280,3310,2620,7683.070796460177,0.4818871103622578,2440,3550,3300,2600,7647.298791018999,0.4853310980720872,2440,3750,3190,2560,7613.871244635193,0.4873096446700508,2320,3910,3080,2500,7602.288194444444,0.48660328435609335,2200,3950,3000,2440,7571.236074270557,0.49056603773584906,1970,3880,2920,2370,7459.751838235294
CENTRAL REGION,CR,OUTRAM,OT,PEARL'S HILL,0.5506535947712419,730,1030,1660,2730,3425.443686006826,0.5447647951441578,830,1140,1840,2800,4012.8259493670885,0.5435967302452316,960,1340,2120,2920,5084.518309859155,0.543450064850843,1040,1470,2260,2930,5110.6219839142095,0.5429638854296388,1160,1580,2420,2890,5099.236875800256,0.5382746051032807,1200,1750,2530,2750,5149.134591194968,0.536144578313253,1190,1830,2590,2700,4997.325757575758,0.5368171021377672,1190,1900,2610,2700,4978.17,0.5358851674641149,1200,1900,2620,2650,4970.803504380476,0.5376344086021505,1230,1940,2620,2610,5029.586034912718
CENTRAL REGION,CR,OUTRAM,OT,PEOPLE'S PARK,0.4666666666666667,10,120,80,100,20536.0,0.4666666666666667,20,120,90,80,20536.0,0.4666666666666667,10,120,90,80,20536.0,0.45161290322580644,20,110,110,70,20536.0,0.45454545454545453,20,130,100,80,20536.0,0.48717948717948717,30,150,110,100,20536.0,0.5,20,160,130,100,20536.0,0.5116279069767442,40,170,140,110,20536.0,0.5227272727272727,40,190,130,90,20536.0,0.5227272727272727,50,180,130,100,20536.0
EAST REGION,ER,PASIR RIS,PR,FLORA DRIVE,0.49079754601226994,3010,3800,5080,2790,21782.779094076654,0.49179206566347466,3070,3820,5090,2630,21801.699510831586,0.4924965893587995,3150,3900,5090,2510,21825.243319268637,0.49276361130255,3260,3950,5020,2310,21825.8955539873,0.4931997136721546,3230,3780,4800,2150,21904.319117647057,0.48996913580246915,3070,3470,4460,1970,22055.97772474145,0.49058084772370486,3190,3380,4360,1830,22068.399676375404,0.49073327961321517,3190,3310,4230,1680,22131.448792672774,0.49246231155778897,3200,3140,4070,1530,22195.46113989637,0.4916247906197655,3250,3190,4070,1440,22162.93240901213
EAST REGION,ER,PASIR RIS,PR,LOYANG EAST,0.4953271028037383,370,560,660,560,23739.80188679245,0.49074074074074076,380,580,690,510,23672.910798122066,0.4930232558139535,390,570,710,500,23724.76056338028,0.4883720930232558,400,570,700,490,23735.66355140187,0.4931506849315068,420,590,730,450,23731.60185185185,0.4885844748858447,450,590,740,420,23665.981566820275,0.49321266968325794,470,620,750,400,23662.611872146117,0.4909090909090909,490,590,770,350,23626.29357798165,0.49777777777777776,550,580,800,320,23564.1935483871,0.49333333333333335,580,580,780,300,23517.36150234742
EAST REGION,ER,PASIR RIS,PR,LOYANG WEST,0.45454545454545453,0,0,10,200,,0.47368421052631576,0,0,10,180,,0.5263157894736842,0,0,10,160,,0.47619047619047616,0,0,10,190,,0.45,0,0,0,190,,0.47619047619047616,0,0,20,170,,0.42857142857142855,0,0,20,180,,0.4,0,0,20,180,,0.42857142857142855,0,0,30,180,,0.42857142857142855,0,0,20,180,
EAST REGION,ER,PASIR RIS,PR,PASIR RIS CENTRAL,0.48852357320099254,6900,10030,10030,5300,13130.212779156327,0.4897515527950311,7100,10090,10080,4930,13005.66697732215,0.4904980340760157,6770,9680,9680,4390,12580.432361611529,0.49232914923291493,6500,9070,9240,3870,12132.819672131147,0.4926654740608229,6510,8780,9140,3530,12083.36815742397,0.4935872522347454,6210,7800,8560,3140,12016.26894675476,0.4939655172413793,5910,6370,8190,2750,12547.413793103447,0.49448123620309054,6100,6030,8010,2540,12291.120529801325,0.49461400359066426,6310,5820,7860,2300,12033.244504262,0.4954172696575012,6030,5250,7380,2090,11335.278957528957
EAST REGION,ER,PASIR RIS,PR,PASIR RIS DRIVE,0.49503858875413453,9670,16740,16750,11280,10031.557883131201,0.49520361990950224,10270,16880,17500,10590,10016.4735698769,0.49544398785063426,10920,16880,18240,9940,10003.200857755539,0.4964016148850272,11780,16880,18950,9350,9992.698507462686,0.49638802889576883,12810,16980,19590,8790,9987.811113022535,0.4962178517397882,14020,17060,20210,8200,9987.851042367181,0.49662884394014145,15260,17250,20640,7660,10003.370065789473,0.4977850697292863,16260,16900,20800,7000,10031.670549630844,0.4977836151699228,17120,16570,20840,6400,10051.246429157774,0.49754339993449065,18050,16390,20700,5940,10075.243039633147
EAST REGION,ER,PASIR RIS,PR,PASIR RIS PARK,0.49343832020997375,2080,2080,2810,670,20717.406044678057,0.4940079893475366,2080,2110,2710,620,20720.066666666666,0.4945054945054945,2040,2140,2560,570,20733.214285714286,0.49251497005988026,1890,2000,2310,480,20742.97151424288,0.4896694214876033,1320,1460,1710,370,20821.227272727272,0.4899328859060403,820,870,1040,240,21038.0,0.4946236559139785,500,490,680,180,21396.956989247312,0.5,500,470,660,170,21399.77653631285,0.4942528735632184,490,490,620,150,21429.73410404624,0.49044585987261147,440,430,590,130,21491.73076923077
EAST REGION,ER,PASIR RIS,PR,PASIR RIS WAFER FAB PARK,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,PASIR RIS,PR,PASIR RIS WEST,0.4951103660240291,7250,10580,12170,5800,12615.94914780665,0.4947339246119734,7680,10550,12430,5420,12617.201219512195,0.49239280774550487,8040,10440,12600,5070,12544.538461538461,0.49258741258741257,8340,10170,12630,4620,12348.642597257207,0.49241998877035376,8830,9840,12640,4310,12217.094074698118,0.49394606494221244,9630,9770,12850,4090,12168.010462555067,0.4943758573388203,10180,9590,12830,3840,11964.760362338731,0.49492733753770224,10720,9460,12760,3540,11912.022490400439,0.4952120383036936,11240,9370,12610,3320,11843.051450465244,0.495693248124479,11440,9220,12220,3130,11633.284602556976
EAST REGION,ER,PAYA LEBAR,PL,AIRPORT ROAD,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,PAYA LEBAR,PL,PAYA LEBAR EAST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,PAYA LEBAR,PL,PAYA LEBAR NORTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,PAYA LEBAR,PL,PAYA LEBAR WEST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
EAST REGION,ER,PAYA LEBAR,PL,PLAB,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,PIONEER,PN,BENOI SECTOR,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,PIONEER,PN,GUL BASIN,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,PIONEER,PN,GUL CIRCLE,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,PIONEER,PN,JOO KOON,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,PIONEER,PN,PIONEER SECTOR,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,PUNGGOL,PG,CONEY ISLAND,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,PUNGGOL,PG,MATILDA,0.49061302681992336,15640,17460,13630,5490,10311.905765179084,0.49166503235928616,15310,17860,12720,5090,10323.761914100804,0.49248747913188645,14550,17480,11440,4470,10484.305445441269,0.4930571899270417,13070,16120,9620,3710,10724.527653565545,0.492776886035313,11180,14940,7990,3290,10058.703584804709,0.4914586070959264,8690,12960,6060,2740,9085.736444298389,0.4912689173457509,6990,11290,5220,2290,9019.636010865348,0.492,4590,7810,3630,1470,8734.297142857144,0.49587534372135655,2870,4640,2500,900,9289.307692307691,0.4894578313253012,1770,2490,1750,640,10113.572289156626
NORTH-EAST REGION,NER,PUNGGOL,PG,NORTHSHORE,0.5111111111111111,90,130,140,110,19590.478260869564,0.5357142857142857,50,80,100,70,26058.0,0.5185185185185185,50,70,90,50,26058.0,0.5172413793103449,60,70,110,60,26058.0,0.5172413793103449,80,70,110,60,26058.0,0.5172413793103449,80,70,110,60,26058.0,0.5357142857142857,70,60,120,60,26058.0,0.5172413793103449,70,70,120,60,26058.0,0.5,70,60,100,40,26058.0,0.5185185185185185,70,50,100,50,26058.0
NORTH-EAST REGION,NER,PUNGGOL,PG,PUNGGOL CANAL,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
NORTH-EAST REGION,NER,PUNGGOL,PG,PUNGGOL FIELD,0.49264705882352944,13110,11900,16570,7390,11076.111225117997,0.4923108468320689,13360,12270,16280,6880,11053.806797116375,0.49204381070469105,13570,12420,15950,6450,11026.832295558323,0.49277456647398843,13820,12810,15730,6070,10941.711323102447,0.49336283185840707,12890,12400,14460,5460,10586.560248999554,0.49214780600461894,12340,12410,13550,5000,10146.765443567116,0.4927007299270073,12570,13330,13160,4770,10149.947259802797,0.49247948951686416,12690,14160,12570,4440,10158.079158087394,0.4913672421838544,12610,14510,11760,3980,10196.1764294049,0.49203000468823255,12560,15250,11070,3810,10193.786216596343
NORTH-EAST REGION,NER,PUNGGOL,PG,PUNGGOL TOWN CENTRE,0.49056603773584906,6950,8110,5340,1900,8570.019775280898,0.4908829174664108,6440,7980,4710,1720,8525.919385796546,0.4917095483133219,5350,7070,3720,1380,8450.722698684964,0.49107142857142855,4470,6450,2650,1000,8260.39587628866,0.49226804123711343,3590,5310,1980,750,8219.790378006874,0.4871447902571042,2240,3410,1260,510,8039.761840324763,0.4869215291750503,1550,2260,820,360,7909.416498993964,0.49019607843137253,1380,2200,690,300,7939.43231441048,0.4879807692307692,1150,2130,640,250,7938.658653846154,0.48936170212765956,860,1710,530,210,7944.563636363637
NORTH-EAST REGION,NER,PUNGGOL,PG,WATERWAY EAST,0.49525504151838673,15700,16950,12970,4970,9563.9581027668,0.496880660092574,15360,17420,12200,4730,9537.075870396458,0.4974736842105263,14580,17450,11210,4290,9473.057684210526,0.4971848225214198,12380,15450,9320,3720,8791.26070991432,0.49679397825480903,10700,13900,8060,3230,8482.796988287786,0.49700176366843035,8500,10960,6400,2490,8490.083245149912,0.4961340206185567,6720,9540,5000,2010,7940.664948453608,0.49427393495190103,6080,9420,4500,1850,8005.3797526339895,0.4957678355501814,4580,7210,3410,1370,8308.399274047188,0.4961439588688946,3250,4810,2620,1000,8548.106255355613
CENTRAL REGION,CR,QUEENSTOWN,QT,COMMONWEALTH,0.4614285714285714,880,1540,2210,2390,4501.157593123209,0.4664804469273743,930,1610,2270,2340,4496.300140252454,0.4697173620457604,1070,1720,2310,2320,4475.494594594595,0.4708171206225681,1150,1840,2410,2310,4470.829648894668,0.46977329974811083,1220,1950,2490,2300,4472.027848101266,0.4710947109471095,1270,2060,2540,2270,4479.985185185185,0.46916565900846435,1290,2080,2630,2270,4475.378640776699,0.46706586826347307,1300,2180,2610,2250,4493.743097238896,0.4672131147540984,1320,2290,2640,2310,4513.115294117647,0.47010550996483,1280,2350,2600,2310,4532.470035252644
