YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2021-01,WEEKDAY,15,TRAIN,EW7,8250,11395
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,EW7,5798,6377
2021-01,WEEKDAY,17,TRAIN,NE12/CC13,28182,35338
2021-01,WEEKENDS/HOLIDAY,17,TRAIN,NE12/CC13,16782,16998
2021-01,WEEKDAY,8,TRAIN,NS21/DT11,61819,76084
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,NS21/DT11,13593,15646
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,NE16/STC,268,1602
2021-01,WEEKDAY,0,TRAIN,NE16/STC,349,2390
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,NE17/PTC,168,1393
2021-01,WEEKDAY,0,TRAIN,NE17/PTC,237,2052
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,BP12,1047,755
2021-01,WEEKDAY,13,TRAIN,BP12,3897,1634
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,NS17/CC15,7619,4385
2021-01,WEEKDAY,14,TRAIN,NS17/CC15,17769,8045
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,CC10/DT26,5850,5099
2021-01,WEEKDAY,16,TRAIN,CC10/DT26,11475,10260
2021-01,WEEKENDS/HOLIDAY,6,TRAIN,DT28,1374,640
2021-01,WEEKDAY,6,TRAIN,DT28,9343,5607
2021-01,WEEKENDS/HOLIDAY,5,TRAIN,DT7,27,4
2021-01,WEEKDAY,5,TRAIN,DT7,151,115
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,PW5,1231,702
2021-01,WEEKDAY,11,TRAIN,PW5,1500,1064
2021-01,WEEKENDS/HOLIDAY,18,TRAIN,BP3,1893,2235
2021-01,WEEKDAY,18,TRAIN,BP3,3937,10071
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,CC28,511,1634
2021-01,WEEKDAY,22,TRAIN,CC28,805,2770
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,SW6,1606,1392
2021-01,WEEKDAY,13,TRAIN,SW6,3678,4235
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,CC24,3221,1127
2021-01,WEEKDAY,21,TRAIN,CC24,13382,1856
2021-01,WEEKDAY,12,TRAIN,EW8/CC9,25644,35961
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,EW8/CC9,25655,29418
2021-01,WEEKDAY,20,TRAIN,BP5,1383,1754
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,BP5,563,851
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,EW15,6519,10330
2021-01,WEEKDAY,12,TRAIN,EW15,18231,21886
2021-01,WEEKDAY,7,TRAIN,SW4,3790,834
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,SW4,368,130
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1336,8540
2021-01,WEEKDAY,22,TRAIN,DT33,2410,16709
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,EW24/NS1,19033,42603
2021-01,WEEKDAY,11,TRAIN,EW24/NS1,27550,51309
2021-01,WEEKENDS/HOLIDAY,23,TRAIN,CC23,312,123
2021-01,WEEKDAY,23,TRAIN,CC23,1278,216
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,DT13,2156,1342
2021-01,WEEKDAY,22,TRAIN,DT13,4688,2415
2021-01,WEEKDAY,23,TRAIN,NE14,1742,14624
2021-01,WEEKENDS/HOLIDAY,23,TRAIN,NE14,1144,8776
2021-01,WEEKDAY,22,TRAIN,NS9/TE2,17114,32457
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,NS9/TE2,10106,17920
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,DT22,2352,3239
2021-01,WEEKDAY,12,TRAIN,DT22,3246,4116
2021-01,WEEKDAY,18,TRAIN,DT28,24311,13269
2021-01,WEEKENDS/HOLIDAY,18,TRAIN,DT28,3408,2939
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,DT34,2226,1204
2021-01,WEEKDAY,12,TRAIN,DT34,3435,2225
2021-01,WEEKENDS/HOLIDAY,9,TRAIN,SW7,1608,607
2021-01,WEEKDAY,9,TRAIN,SW7,3169,1095
2021-01,WEEKDAY,12,TRAIN,NE17/PTC,27404,24015
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,NE17/PTC,21739,17899
2021-01,WEEKENDS/HOLIDAY,19,TRAIN,NE8,15066,15724
2021-01,WEEKDAY,19,TRAIN,NE8,20896,30194
2021-01,WEEKDAY,21,TRAIN,EW25,2791,8529
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,EW25,1758,3810
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,CC2,1705,1238
2021-01,WEEKDAY,16,TRAIN,CC2,4021,1890
2021-01,WEEKDAY,14,TRAIN,CC12,13899,4314
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,CC12,1805,1828
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,NS20,14232,10217
2021-01,WEEKDAY,16,TRAIN,NS20,44802,19555
2021-01,WEEKDAY,21,TRAIN,NS13,30443,50011
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,NS13,17748,23811
2021-01,WEEKENDS/HOLIDAY,5,TRAIN,NS13,5390,763
2021-01,WEEKDAY,5,TRAIN,NS13,23082,3322
2021-01,WEEKENDS/HOLIDAY,5,TRAIN,PW6,141,0
2021-01,WEEKDAY,5,TRAIN,PW6,585,7
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,CC21,3938,4303
2021-01,WEEKDAY,13,TRAIN,CC21,6844,6684
2021-01,WEEKDAY,14,TRAIN,PE7,2598,4196
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,PE7,1792,1718
2021-01,WEEKENDS/HOLIDAY,10,TRAIN,CC20,2619,1668
2021-01,WEEKDAY,10,TRAIN,CC20,3264,2511
2021-01,WEEKDAY,0,TRAIN,CG2,17,20
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,CG2,14,15
2021-01,WEEKDAY,16,TRAIN,NE5,8444,6565
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,NE5,4432,4487
2021-01,WEEKDAY,11,TRAIN,NE16/STC,30289,21658
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,NE16/STC,22152,16453
2021-01,WEEKDAY,13,TRAIN,EW9,18820,11019
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,EW9,9273,8758
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,NS14,11731,12757
2021-01,WEEKDAY,16,TRAIN,NS14,17962,27714
2021-01,WEEKDAY,11,TRAIN,NS15,18345,10930
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,NS15,7758,3718
2021-01,WEEKENDS/HOLIDAY,5,TRAIN,CC22/EW21,365,89
2021-01,WEEKDAY,5,TRAIN,CC22/EW21,1935,998
2021-01,WEEKDAY,11,TRAIN,BP4,4211,1787
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,BP4,1099,460
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,NS27/CE2,558,798
2021-01,WEEKDAY,11,TRAIN,NS27/CE2,1388,1355
2021-01,WEEKDAY,9,TRAIN,NS17/CC15,23233,6206
2021-01,WEEKENDS/HOLIDAY,9,TRAIN,NS17/CC15,8905,2954
2021-01,WEEKDAY,6,TRAIN,EW10,14211,3007
2021-01,WEEKENDS/HOLIDAY,6,TRAIN,EW10,3089,974
2021-01,WEEKDAY,8,TRAIN,NS28,1024,2730
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,NS28,411,2112
2021-01,WEEKDAY,7,TRAIN,EW33,2027,10774
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,EW33,1222,2368
2021-01,WEEKDAY,18,TRAIN,BP12,3099,5325
2021-01,WEEKENDS/HOLIDAY,18,TRAIN,BP12,847,905
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,114,28
2021-01,WEEKDAY,0,TRAIN,EW14/NS26,274,65
2021-01,WEEKENDS/HOLIDAY,17,TRAIN,CC6,5403,4958
2021-01,WEEKDAY,17,TRAIN,CC6,7434,7333
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,NE8,5419,7388
2021-01,WEEKDAY,8,TRAIN,NE8,17380,23649
2021-01,WEEKDAY,20,TRAIN,CC7,2911,5463
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,CC7,1436,2717
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,NS3,3990,9826
2021-01,WEEKDAY,20,TRAIN,NS3,7504,23447
2021-01,WEEKENDS/HOLIDAY,10,TRAIN,SE3,1748,501
2021-01,WEEKDAY,10,TRAIN,SE3,2523,769
2021-01,WEEKDAY,9,TRAIN,EW16/NE3,13131,42466
2021-01,WEEKENDS/HOLIDAY,9,TRAIN,EW16/NE3,4880,6836
2021-01,WEEKENDS/HOLIDAY,18,TRAIN,NE16/STC,20236,26579
2021-01,WEEKDAY,18,TRAIN,NE16/STC,45333,88489
2021-01,WEEKDAY,12,TRAIN,TE3,4585,1094
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,TE3,1693,694
2021-01,WEEKDAY,5,TRAIN,EW15,510,771
2021-01,WEEKENDS/HOLIDAY,5,TRAIN,EW15,106,50
2021-01,WEEKDAY,18,TRAIN,NS7,15146,5332
2021-01,WEEKENDS/HOLIDAY,18,TRAIN,NS7,2632,2741
2021-01,WEEKDAY,0,TRAIN,NS15,430,1103
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,NS15,210,540
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,NS15,6035,5504
2021-01,WEEKDAY,15,TRAIN,NS15,24282,14466
2021-01,WEEKDAY,22,TRAIN,DT7,1848,1437
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,DT7,1003,730
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,PW4,584,659
2021-01,WEEKDAY,15,TRAIN,PW4,646,1153
2021-01,WEEKDAY,15,TRAIN,EW23,36930,32495
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,EW23,19241,19510
2021-01,WEEKDAY,20,TRAIN,NE8,18341,19610
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,NE8,14316,10971
2021-01,WEEKENDS/HOLIDAY,19,TRAIN,EW33,1361,1420
2021-01,WEEKDAY,19,TRAIN,EW33,4293,1905
2021-01,WEEKDAY,6,TRAIN,CC16,8547,4121
2021-01,WEEKENDS/HOLIDAY,6,TRAIN,CC16,1204,820
2021-01,WEEKDAY,11,TRAIN,BP12,1697,835
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,BP12,1280,802
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,NE17/PTC,21451,20332
2021-01,WEEKDAY,13,TRAIN,NE17/PTC,30687,31551
2021-01,WEEKENDS/HOLIDAY,23,TRAIN,EW6,522,2376
2021-01,WEEKDAY,23,TRAIN,EW6,871,4662
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,CC4/DT15,3173,9631
2021-01,WEEKDAY,12,TRAIN,CC4/DT15,7271,13608
2021-01,WEEKDAY,15,TRAIN,NE4/DT19,44209,36502
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,NE4/DT19,33512,29761
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,SW1,626,594
2021-01,WEEKDAY,8,TRAIN,SW1,2065,4492
2021-01,WEEKENDS/HOLIDAY,9,TRAIN,NS10,25628,9478
2021-01,WEEKDAY,9,TRAIN,NS10,54890,20550
2021-01,WEEKDAY,7,TRAIN,BP5,5289,3400
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,BP5,687,397
2021-01,WEEKDAY,8,TRAIN,SW6,6303,1807
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,SW6,1613,548
2021-01,WEEKDAY,16,TRAIN,EW4,12829,10174
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,EW4,5268,5032
2021-01,WEEKDAY,14,TRAIN,CC2,2174,3676
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,CC2,1309,1577
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,NE14,16464,10257
2021-01,WEEKDAY,12,TRAIN,NE14,24329,15941
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,NE4/DT19,33072,11987
2021-01,WEEKDAY,20,TRAIN,NE4/DT19,54994,19599
2021-01,WEEKDAY,0,TRAIN,SE5,21,182
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,SE5,10,142
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,DT33,5766,1845
2021-01,WEEKDAY,7,TRAIN,DT33,45485,15710
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,DT24,22,146
2021-01,WEEKDAY,0,TRAIN,DT24,30,221
2021-01,WEEKDAY,0,TRAIN,NS18,143,973
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,NS18,104,547
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,NS24/NE6/CC1,15011,3139
2021-01,WEEKDAY,22,TRAIN,NS24/NE6/CC1,26931,4887
2021-01,WEEKDAY,21,TRAIN,EW3,8203,14700
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,EW3,4057,7401
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,CG1/DT35,5249,821
2021-01,WEEKDAY,21,TRAIN,CG1/DT35,9922,1241
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,NS21/DT11,26757,26880
2021-01,WEEKDAY,13,TRAIN,NS21/DT11,38505,43427
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,CC23,510,2587
2021-01,WEEKDAY,7,TRAIN,CC23,2190,22791
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,SW1,1125,654
2021-01,WEEKDAY,16,TRAIN,SW1,3388,1529
2021-01,WEEKDAY,20,TRAIN,NE15,4661,22605
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,NE15,2662,9837
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,EW29,4882,3681
2021-01,WEEKDAY,13,TRAIN,EW29,5915,5589
2021-01,WEEKDAY,13,TRAIN,EW30,827,450
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,EW30,769,217
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,EW32,915,3976
2021-01,WEEKDAY,7,TRAIN,EW32,1558,22472
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,NE14,9815,4645
2021-01,WEEKDAY,7,TRAIN,NE14,63281,29423
2021-01,WEEKDAY,13,TRAIN,SE3,3893,2908
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,SE3,1544,1235
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,EW30,987,472
2021-01,WEEKDAY,20,TRAIN,EW30,5510,557
2021-01,WEEKDAY,12,TRAIN,NS17/CC15,13271,6194
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,NS17/CC15,9546,3604
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,EW26,11597,11769
2021-01,WEEKDAY,15,TRAIN,EW26,18963,20231
2021-01,WEEKENDS/HOLIDAY,9,TRAIN,EW23,15441,14827
2021-01,WEEKDAY,9,TRAIN,EW23,31906,36972
2021-01,WEEKDAY,21,TRAIN,DT34,1437,2947
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,DT34,493,1520
2021-01,WEEKDAY,15,TRAIN,NS5,16705,23785
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,NS5,11004,12458
2021-01,WEEKDAY,11,TRAIN,DT13,3752,8755
2021-01,WEEKENDS/HOLIDAY,11,TRAIN,DT13,2136,5014
2021-01,WEEKDAY,20,TRAIN,DT27,5057,4633
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,DT27,1272,2240
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,SW3,464,1166
2021-01,WEEKDAY,20,TRAIN,SW3,788,2608
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3,7824,5475
2021-01,WEEKDAY,14,TRAIN,EW16/NE3,18068,21937
2021-01,WEEKDAY,20,TRAIN,DT5,7679,9851
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,DT5,3695,4632
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,DT22,2451,2858
2021-01,WEEKDAY,15,TRAIN,DT22,3625,3888
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,CC27,865,151
2021-01,WEEKDAY,21,TRAIN,CC27,2609,330
2021-01,WEEKENDS/HOLIDAY,15,TRAIN,SE4,1567,1642
2021-01,WEEKDAY,15,TRAIN,SE4,2240,3507
2021-01,WEEKENDS/HOLIDAY,19,TRAIN,PW6,317,679
2021-01,WEEKDAY,19,TRAIN,PW6,626,1857
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,NE10,4349,4136
2021-01,WEEKDAY,8,TRAIN,NE10,18265,21468
2021-01,WEEKENDS/HOLIDAY,19,TRAIN,EW26,10014,16479
2021-01,WEEKDAY,19,TRAIN,EW26,20875,53439
2021-01,WEEKDAY,6,TRAIN,BP3,11020,1110
2021-01,WEEKENDS/HOLIDAY,6,TRAIN,BP3,1365,284
2021-01,WEEKDAY,13,TRAIN,EW12/DT14,34311,44025
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,EW12/DT14,21728,39930
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,CG2,1903,2915
2021-01,WEEKDAY,8,TRAIN,CG2,3690,11241
2021-01,WEEKENDS/HOLIDAY,20,TRAIN,NE13,6373,8741
2021-01,WEEKDAY,20,TRAIN,NE13,12414,19379
2021-01,WEEKENDS/HOLIDAY,19,TRAIN,NS17/CC15,4882,4872
2021-01,WEEKDAY,19,TRAIN,NS17/CC15,14855,17462
2021-01,WEEKDAY,23,TRAIN,CC17,160,1011
2021-01,WEEKENDS/HOLIDAY,23,TRAIN,CC17,120,550
2021-01,WEEKENDS/HOLIDAY,10,TRAIN,DT18,776,2384
2021-01,WEEKDAY,10,TRAIN,DT18,2755,13747
2021-01,WEEKDAY,19,TRAIN,EW23,46921,53445
2021-01,WEEKENDS/HOLIDAY,19,TRAIN,EW23,16917,18377
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,EW15,8939,7773
2021-01,WEEKDAY,14,TRAIN,EW15,19431,17685
2021-01,WEEKDAY,23,TRAIN,EW12/DT14,14020,3123
2021-01,WEEKENDS/HOLIDAY,23,TRAIN,EW12/DT14,8901,1807
2021-01,WEEKDAY,7,TRAIN,NS15,34782,55515
2021-01,WEEKENDS/HOLIDAY,7,TRAIN,NS15,5257,4969
2021-01,WEEKDAY,12,TRAIN,EW30,1040,642
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,EW30,1066,256
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,NE11,2414,1695
2021-01,WEEKDAY,12,TRAIN,NE11,3479,2591
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,PE5,2723,918
2021-01,WEEKDAY,8,TRAIN,PE5,9308,2790
2021-01,WEEKENDS/HOLIDAY,9,TRAIN,CC11,1412,5342
2021-01,WEEKDAY,9,TRAIN,CC11,4002,35743
2021-01,WEEKDAY,0,TRAIN,SE1,22,384
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,SE1,17,217
2021-01,WEEKENDS/HOLIDAY,10,TRAIN,NS4/BP1,15672,11082
2021-01,WEEKDAY,10,TRAIN,NS4/BP1,23600,16630
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,NS5,4069,12073
2021-01,WEEKDAY,22,TRAIN,NS5,6855,22712
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,SE3,126,1580
2021-01,WEEKDAY,22,TRAIN,SE3,258,2813
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,NS14,15153,8398
2021-01,WEEKDAY,12,TRAIN,NS14,23468,13376
2021-01,WEEKDAY,14,TRAIN,SE4,2638,3019
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,SE4,1821,1521
2021-01,WEEKENDS/HOLIDAY,23,TRAIN,EW11,1757,2130
2021-01,WEEKDAY,23,TRAIN,EW11,3128,3628
2021-01,WEEKDAY,6,TRAIN,BP13,5106,497
2021-01,WEEKENDS/HOLIDAY,6,TRAIN,BP13,600,103
2021-01,WEEKENDS/HOLIDAY,23,TRAIN,EW8/CC9,5414,4403
2021-01,WEEKDAY,23,TRAIN,EW8/CC9,9665,7432
2021-01,WEEKDAY,9,TRAIN,SW2,3731,1878
2021-01,WEEKENDS/HOLIDAY,9,TRAIN,SW2,2049,1085
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,CC4/DT15,11703,994
2021-01,WEEKDAY,21,TRAIN,CC4/DT15,19014,1392
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,CC19/DT9,3290,3360
2021-01,WEEKDAY,13,TRAIN,CC19/DT9,4223,4719
2021-01,WEEKDAY,8,TRAIN,DT23,2893,10949
2021-01,WEEKENDS/HOLIDAY,8,TRAIN,DT23,515,1052
2021-01,WEEKENDS/HOLIDAY,14,TRAIN,NS15,6521,5329
2021-01,WEEKDAY,14,TRAIN,NS15,23453,16297
2021-01,WEEKENDS/HOLIDAY,22,TRAIN,NS14,5959,16244
2021-01,WEEKDAY,22,TRAIN,NS14,9690,31169
2021-01,WEEKENDS/HOLIDAY,21,TRAIN,NS10,6452,23354
2021-01,WEEKDAY,21,TRAIN,NS10,13186,46403
2021-01,WEEKDAY,12,TRAIN,DT3,5610,2820
2021-01,WEEKENDS/HOLIDAY,12,TRAIN,DT3,4892,1985
2021-01,WEEKDAY,13,TRAIN,DT27,8810,4198
2021-01,WEEKENDS/HOLIDAY,13,TRAIN,DT27,2857,1767
2021-01,WEEKDAY,0,TRAIN,NE15,31,1051
2021-01,WEEKENDS/HOLIDAY,0,TRAIN,NE15,19,662
2021-01,WEEKENDS/HOLIDAY,6,TRAIN,EW5,7203,2786
2021-01,WEEKDAY,6,TRAIN,EW5,35952,14689
2021-01,WEEKENDS/HOLIDAY,16,TRAIN,EW30,1604,302
2021-01,WEEKDAY,16,TRAIN,EW30,5035,228
2021-01,WEEKDAY,9,TRAIN,BP8,1410,1784
