Male Percentage,00 - 19,20 - 39,40 - 59,60 & Over,Average Income,SUBZONE_N
0.48094070827089286,178.70633483806606,181.57963589222183,377.5281539236689,47.50342935528123,21106.295103910415,ONE NORTH
0.49015272488730527,842.2274434431528,1240.1019777408158,1675.2508480947415,1119.3471887222815,21880.882791458287,PASIR PANJANG 1
0.48413396072528014,6938.739890381314,11525.53145559419,12345.755444812763,9213.703388758066,13159.160952455642,PASIR RIS CENTRAL
0.4685188214027722,12.32516871028481,42.149910840072025,8.991005219436172,27.758108324083363,25942.959311171107,PORT
0.4697778957773075,1717.0611065864964,2675.073548398554,2957.4713421920837,3805.3911121523392,9030.859762660511,POTONG PASIR
0.4933407757515003,13138.094319787097,11882.92812423844,21044.73853596347,10669.777821312548,11477.691767608616,PUNGGOL FIELD
0.4924586078324902,16173.705398163662,12103.53576649525,22322.664862090824,4768.402312226665,9151.312102020738,PUNGGOL TOWN CENTRE
0.48539235213081655,1896.3323777112107,902.1263830716681,3561.187380632592,2492.991978592022,15115.61556884011,REDHILL
0.4916072590021685,5378.049856693798,16989.25796217303,17191.40781639273,14652.377631991803,10915.17842311689,RIVERVALE
0.4843840528055255,7635.103887200062,9526.150363142255,12649.322016300686,9268.184419332512,10585.02247439524,SEMBAWANG CENTRAL
0.4957507861797347,9366.88593240088,8235.874359335417,5492.1123174270515,1845.8720161373242,19895.122356546737,SEMBAWANG SPRINGS
0.48742528621257475,14423.147011238512,18401.754860870293,19446.786278157266,15814.600416019228,10493.815845484607,SENGKANG TOWN CENTRE
0.4802858393749088,4765.77751250489,8183.35570769411,10651.324181331189,11993.661684554687,14674.184665225986,SIMEI
0.4974913476275098,224.79111141078116,372.85238615917433,484.8107869616746,678.6207165088251,4669.573964228358,SUNGEI ROAD
0.4937032059562047,8816.20171930937,11622.82082386435,13650.170653200026,9631.663518934629,10488.617350474706,TAMAN JURONG
0.4857055630344884,18670.117649984986,26002.917486116556,31163.876237153687,40363.34131368649,8937.417560459027,TAMPINES EAST
0.48903044453173194,15265.233779987742,23922.9262142743,20913.44272627138,23779.495069823173,10328.011754292267,TAMPINES WEST
0.4753420134700528,1889.3022598140947,2189.5743966087084,4131.375544237073,2888.380113979973,16556.554073425712,TANJONG RHU
0.4693961682100178,1430.7826252392429,2990.586669601845,4299.597518949759,4556.872394614458,9303.172471120202,TIONG BAHRU STATION
0.45995786974138825,4363.950487592631,7007.4943958755375,8640.696104435283,7527.213637381779,9055.311413961354,TOA PAYOH CENTRAL
0.45508199063517746,2022.0687975115084,3422.0029530335373,3976.1470404205666,5695.620611992944,9263.42924989612,TOA PAYOH WEST
0.4897240088461656,113.42873433526371,177.07396687174761,190.0,189.26711916923554,26057.999999999956,TURF CLUB
0.47862014223598665,4878.017683962292,6953.137569280906,7765.209801173635,9249.573036547486,16804.106414466536,UPPER THOMSON
0.483591660264442,88.10391540003077,276.5373515299376,410.6256267441197,702.0406024248879,7370.352759342298,VICTORIA
0.4948429502365473,20729.174355073286,19196.08085477955,32524.77917703091,7367.837088386034,10233.068491486923,WATERWAY EAST
0.4974751148252037,21820.835204531377,29345.543638559295,32416.392273318605,23409.661388281296,9628.062327094267,WOODLANDS EAST
0.5039892906735587,6106.183178673279,9709.618690186766,9311.253661864816,10994.809352797809,7373.988047863171,WOODLANDS WEST
0.49759230520917963,4707.983975074704,10597.570993274876,11633.5024345176,10049.571598227538,11200.734757754111,YEW TEE
0.49320716779183665,5586.482555057765,11041.79083298344,15295.01337750677,16387.11658988332,9103.165953062544,YISHUN WEST
